,GAME_CODE,PITCHER_KEY,THROW_SIDE_KEY,BAT_SIDE_KEY,INNING_KEY,BATTER_IN_INNING_KEY,PITCH_NUMBER,CURRENT_BALLS,CURRENT_STRIKES,PITCH_RESULT_KEY,EVENT_RESULT_KEY,PITCH_TYPE_KEY,RELEASE_SPEED,PLATE_SPEED,SPIN_RATE,SPIN_DIRECTION,SZ_TOP,SZ_BOTTOM,PLATE_X,PLATE_Z,B,S,O,BU,FB,GB,LD,PU,1BO,2BO,3BO,RELEASE_HEIGHT,RELEASE_SIDE,RELEASE_EXTENSION,HORIZONTAL_BREAK,INDUCED_VERTICAL_BREAK,VERTICAL_APPROACH_ANGLE,HORIZONTAL_APPROACH_ANGLE
924,2.022051400298e+18,B,L,L,1,1,1.0,0,0,InPlay,field_out,UN,90.439697265625,83.012321472168,3000.0,,3.36680006980896,1.53970003128052,0.170900002121925,2.39275002479553,0,1,1,0,0,0,0,1,0,0,0,6.04616022109985,1.15708994865417,6.1883602142334,,,-4.30490016937256,-1.86474895477295
2617,2.022072600247e+18,A,R,L,1,1,1.0,0,0,FoulBall,,FB,96.560302734375,87.8790969848633,1950.52001953125,208.776992797852,3.31820011138916,1.51429998874664,-0.636196970939636,2.18823003768921,0,1,0,0,0,0,0,0,0,0,0,5.74685001373291,-1.20332002639771,6.19585990905762,-10.056300163269,,-4.94495010375977,-0.388475000858307
2618,2.022072600247e+18,A,R,L,1,1,2.0,0,1,BallCalled,,CB,78.5283966064453,70.8871002197266,1621.96997070313,28.1207008361816,3.31820011138916,1.51429998874664,-1.44762003421783,4.38404989242554,1,0,0,0,0,0,0,0,0,0,0,5.66518020629883,-0.847748994827271,5.38321018218994,8.339280128479,,-7.47868013381958,0.18911699950695
2619,2.022072600247e+18,A,R,L,1,1,3.0,1,1,BallCalled,,CB,78.1321029663086,70.8164978027344,1646.82995605469,21.8092002868652,3.31820011138916,1.51429998874664,-0.512018024921417,3.34248995780945,1,0,0,0,0,0,0,0,0,0,0,5.76491022109985,-0.849192023277283,6.02915000915527,6.46749019622803,,-8.76200008392334,1.01332998275757
2620,2.022072600247e+18,A,R,L,1,1,4.0,2,1,StrikeSwinging,,FB,96.8809967041016,87.8134994506836,1638.19995117188,214.675994873047,3.31820011138916,1.51429998874664,-0.484858006238937,0.840919971466064,0,1,0,0,0,0,0,0,0,0,0,5.63954019546509,-0.972656011581421,6.08007001876831,-10.9441003799438,,-6.52364015579224,-0.568202018737793
2621,2.022072600247e+18,A,R,L,1,1,5.0,2,2,BallCalled,,SL,82.9826965332031,76.1791000366211,1231.33996582031,96.8808975219727,3.31820011138916,1.51429998874664,0.417131006717682,1.27549004554749,1,0,0,0,0,0,0,0,0,0,0,5.46812009811401,-1.49485003948212,5.59760999679565,16.9505996704102,,-8.2390604019165,3.711669921875
2622,2.022072600247e+18,A,R,L,1,1,6.0,3,2,BallCalled,walk,FB,96.7586975097656,87.7595977783203,1859.18005371094,216.026992797852,3.31820011138916,1.51429998874664,0.757978022098541,0.556052029132843,1,0,0,0,0,0,0,0,0,0,0,5.70509004592896,-0.941313028335571,6.07868003845215,-12.0218000411987,,-6.83253002166748,0.629661023616791
2623,2.022072600247e+18,A,R,R,1,2,1.0,0,0,StrikeSwinging,,FB,96.4188003540039,88.2738037109375,1833.2099609375,204.529006958008,3.26959991455078,1.48889994621277,0.0210983008146286,3.22553992271423,0,1,0,0,0,0,0,0,1,0,0,5.66995000839233,-1.19621002674103,6.26897001266479,-8.40902996063232,,-3.71434998512268,0.486303985118866
2624,2.022072600247e+18,A,R,R,1,2,2.0,0,1,InPlay,single,FB,95.2483978271484,87.4941024780273,1482.31005859375,208.832992553711,3.26959991455078,1.48889994621277,-0.777680993080139,2.72019004821777,0,1,0,0,1,0,0,0,1,0,0,5.75158977508545,-1.07150995731354,6.16525983810425,-8.86466979980469,,-4.6399998664856,-0.556205987930298
2625,2.022072600247e+18,A,R,L,1,3,1.0,0,0,BallCalled,,CB,79.0744018554688,71.5310974121094,1478.7900390625,34.3026008605957,3.46399998664856,1.59049999713898,0.541123986244202,3.40873003005981,1,0,0,0,0,0,0,0,1,1,0,5.63306999206543,-0.874939024448395,5.50182008743286,9.51762962341309,,-8.24349021911621,2.45894002914429
2626,2.022072600247e+18,A,R,L,1,3,2.0,1,0,InPlay,force_out,CB,77.5495986938477,70.1517028808594,1713.5,29.8229007720947,3.46399998664856,1.59049999713898,-0.0113893002271652,2.40665006637573,0,1,1,0,0,1,0,0,1,1,0,5.63967990875244,-1.05966997146606,5.80082988739014,8.99503040313721,,-9.68190956115723,2.02992010116577
2627,2.022072600247e+18,A,R,R,1,4,1.0,0,0,InPlay,field_out,SL,80.9231033325195,73.7998962402344,1114.7900390625,71.622802734375,3.36680006980896,1.53970003128052,0.00339481001719832,2.42962002754211,0,1,1,0,1,0,0,0,1,0,1,5.41106986999512,-1.457239985466,5.43804979324341,14.5627002716064,,-7.87496995925903,2.99372005462646
2628,2.022072600247e+18,A,R,L,1,5,1.0,0,0,BallCalled,,CH,86.6270980834961,78.4512023925781,1381.67004394531,245.714996337891,3.46399998664856,1.59049999713898,-2.60871005058289,3.34028005599976,1,0,0,0,0,0,0,0,0,1,1,5.37395000457764,-1.46326994895935,6.28387022018433,-16.3528003692627,,-5.12951993942261,-2.88203001022339
