,GAME_CODE,PITCHER_KEY,THROW_SIDE_KEY,BAT_SIDE_KEY,INNING_KEY,BATTER_IN_INNING_KEY,PITCH_NUMBER,CURRENT_BALLS,CURRENT_STRIKES,PITCH_RESULT_KEY,EVENT_RESULT_KEY,PITCH_TYPE_KEY,RELEASE_SPEED,PLATE_SPEED,SPIN_RATE,SPIN_DIRECTION,SZ_TOP,SZ_BOTTOM,PLATE_X,PLATE_Z,B,S,O,BU,FB,GB,LD,PU,1BO,2BO,3BO,RELEASE_HEIGHT,RELEASE_SIDE,RELEASE_EXTENSION,HORIZONTAL_BREAK,INDUCED_VERTICAL_BREAK,VERTICAL_APPROACH_ANGLE,HORIZONTAL_APPROACH_ANGLE
79,2022041000195000064,B,L,L,1,1,1.0,0,0,BallCalled,,FB,93.0936965942383,85.5166015625,1569.2900390625,152.649993896484,3.26959991455078,1.48889994621277,1.8756799697876,2.71907997131348,1,0,0,0,0,0,0,0,0,0,0,5.81618022918701,1.60386002063751,5.99690008163452,8.37397956848145,17.1539993286133,-4.77131986618042,1.01323997974396
80,2022041000195000064,B,L,L,1,1,2.0,1,0,StrikeCalled,,FB,93.5753021240234,86.7705001831055,1412.56994628906,153.873001098633,3.26959991455078,1.48889994621277,0.588114023208618,1.85459995269775,0,1,0,0,0,0,0,0,0,0,0,5.81077003479004,1.44930005073547,6.46805000305176,7.40603017807007,15.9520998001099,-5.72519016265869,-0.293794989585876
81,2022041000195000064,B,L,L,1,1,3.0,1,1,InPlay,field_out,CB,80.0158996582031,75.0886993408203,679.239990234375,288.882385253906,3.26959991455078,1.48889994621277,-0.550315022468567,1.58070003986359,0,1,1,0,0,0,1,0,0,0,0,5.91546010971069,1.54964005947113,5.90955018997192,-11.6857995986938,-2.92512011528015,-8.80564022064209,-3.34932994842529
82,2022041000195000064,B,L,R,1,2,1.0,0,0,StrikeSwinging,,CB,77.9431991577148,72.5351028442383,1046.63000488281,308.949005126953,3.31820011138916,1.51429998874664,0.346992999315262,1.6414999961853,0,1,0,0,0,0,0,0,0,0,0,6.03699016571045,1.45615005493164,5.91732978820801,-11.0392999649048,-8.60544967651367,-9.94077968597412,-2.27649998664856
83,2022041000195000064,B,L,R,1,2,2.0,0,1,FoulBall,,CB,80.5799026489258,75.4409027099609,529.273010253906,288.45361328125,3.31820011138916,1.51429998874664,0.378551006317139,1.69574999809265,0,1,0,0,0,0,0,0,0,0,0,5.88371992111206,1.59496998786926,5.87264013290405,-9.80819034576416,-2.18916988372803,-8.54452037811279,-2.23181009292603
84,2022041000195000064,B,L,R,1,2,3.0,0,2,InPlay,field_error,CB,76.9256973266602,71.1606979370117,1487.55004882813,300.216003417969,3.31820011138916,1.51429998874664,-0.276987999677658,2.0245099067688,0,1,0,0,0,1,0,0,0,0,0,6.09057998657227,1.3200900554657,5.78947019577026,-15.4053001403809,-8.60970973968506,-9.77027034759521,-3.22972989082336
85,2022041000195000064,B,L,L,1,3,1.0,0,0,BallCalled,,CH,84.1004028320313,77.9310989379883,1124.15002441406,112.669998168945,3.46399998664856,1.59049999713898,2.34359002113342,2.86407995223999,1,0,0,0,0,0,0,0,1,0,0,5.83130979537964,1.5495799779892,6.73625993728638,14.1391000747681,6.95445013046265,-6.14508008956909,2.10019993782043
86,2022041000195000064,B,L,L,1,3,2.0,1,0,FoulBall,,CB,78.5491027832031,73.4418029785156,1448.56994628906,312.572998046875,3.46399998664856,1.59049999713898,0.400579005479813,1.91849005222321,0,1,0,0,0,0,0,0,1,0,0,6.0005202293396,1.08141994476318,5.77965021133423,-12.7734003067017,-11.4286003112793,-9.76146984100342,-1.97353005409241
87,2022041000195000064,B,L,L,1,3,3.0,1,1,StrikeSwinging,,FB,92.7724990844727,86.0457000732422,1107.81994628906,163.080993652344,3.46399998664856,1.59049999713898,0.673255980014801,3.5792601108551,0,1,0,0,0,0,0,0,1,0,0,5.78150987625122,1.43257999420166,6.36118984222412,4.25248003005981,14.8142004013062,-3.97795009613037,-0.467384994029999
88,2022041000195000064,B,L,L,1,3,4.0,1,2,FoulBall,,FB,93.7642974853516,86.9050979614258,1103.27001953125,157.389007568359,3.46399998664856,1.59049999713898,1.13039994239807,3.46127009391785,0,1,0,0,0,0,0,0,1,0,0,5.76146984100342,1.41867995262146,6.35552978515625,5.59142017364502,14.250599861145,-4.07602977752686,0.166546002030373
