,GAME_CODE,PITCHER_KEY,THROW_SIDE_KEY,BAT_SIDE_KEY,INNING_KEY,BATTER_IN_INNING_KEY,PITCH_NUMBER,CURRENT_BALLS,CURRENT_STRIKES,PITCH_RESULT_KEY,EVENT_RESULT_KEY,PITCH_TYPE_KEY,RELEASE_SPEED,PLATE_SPEED,SPIN_RATE,SPIN_DIRECTION,SZ_TOP,SZ_BOTTOM,PLATE_X,PLATE_Z,B,S,O,BU,FB,GB,LD,PU,1BO,2BO,3BO,RELEASE_HEIGHT,RELEASE_SIDE,RELEASE_EXTENSION,HORIZONTAL_BREAK,INDUCED_VERTICAL_BREAK,VERTICAL_APPROACH_ANGLE,HORIZONTAL_APPROACH_ANGLE
0,2022040800195000064,A,R,L,1,1,1.0,0,0,BallCalled,,FB,96.5615997314453,86.6056976318359,2555.8701171875,207.610000610352,3.26959991455078,1.48889994621277,0.39198300242424,1.16513001918793,1,0,0,0,0,0,0,0,0,0,0,5.93950986862183,-1.22871994972229,6.20612001419067,-10.9506998062134,21.1921005249023,-6.04304981231689,0.641484975814819
1,2022040800195000064,A,R,L,1,1,2.0,1,0,BallCalled,,FB,96.3339004516602,86.5068969726563,2725.92993164063,217.393997192383,3.26959991455078,1.48889994621277,-1.73960995674133,3.76850008964539,1,0,0,0,0,0,0,0,0,0,0,5.95525979995728,-1.27099001407623,5.99714994430542,-14.7102003097534,19.4993991851807,-3.44248008728027,-1.98228001594543
2,2022040800195000064,A,R,L,1,1,3.0,2,0,StrikeCalled,,FB,95.5989990234375,85.7350006103516,2665.36010742188,205.852005004883,3.26959991455078,1.48889994621277,-1.03924000263214,2.67098999023438,0,1,0,0,0,0,0,0,0,0,0,5.93761014938354,-1.26223003864288,6.19445991516113,-10.5111999511719,21.9456996917725,-4.40359020233154,-0.820933997631073
3,2022040800195000064,A,R,L,1,1,4.0,2,1,BallCalled,,CB,77.9998016357422,71.0460968017578,2296.18994140625,21.7084007263184,3.26959991455078,1.48889994621277,0.460072994232178,-0.0863201022148132,1,0,0,0,0,0,0,0,0,0,0,5.91260004043579,-0.944029986858368,5.88158988952637,7.3812198638916,-18.108699798584,-12.8137998580933,2.25771999359131
4,2022040800195000064,A,R,L,1,1,5.0,3,1,BallCalled,walk,FB,95.2509994506836,87.6511001586914,1534.58996582031,205.10400390625,3.26959991455078,1.48889994621277,-1.46411001682281,4.83046007156372,1,0,0,0,0,0,0,0,0,0,0,5.97554016113281,-1.24500000476837,6.32453012466431,-7.92814016342163,17.1016006469727,-2.50207996368408,-1.0184600353241
5,2022040800195000064,A,R,L,1,2,1.0,0,0,StrikeCalled,stolen_base_2b,CB,78.1960983276367,72.2795028686523,2357.8798828125,24.2945995330811,3.46399998664856,1.59049999713898,-0.105696998536587,1.54149997234344,0,1,0,0,0,0,0,0,1,0,0,5.9928297996521,-0.762098014354706,5.73563003540039,8.46971035003662,-18.3964004516602,-10.9923000335693,1.54023003578186
6,2022040800195000064,A,R,L,1,2,2.0,0,1,StrikeSwinging,,CB,78.8714981079102,72.9487991333008,2126.21997070313,29.031400680542,3.46399998664856,1.59049999713898,0.19411900639534,0.879893004894257,0,1,0,0,0,0,0,0,0,1,0,5.84203004837036,-0.874207973480225,5.88086986541748,9.50024032592773,-16.7688007354736,-11.3051996231079,2.09022998809814
7,2022040800195000064,A,R,L,1,2,3.0,0,2,InPlay,field_out,CB,78.9595031738281,71.9801025390625,2106.8701171875,35.2961006164551,3.46399998664856,1.59049999713898,-0.000607629015576094,2.012619972229,0,1,1,0,0,1,0,0,0,1,0,5.8791298866272,-0.898470997810364,5.80916023254395,11.1745004653931,-15.3870000839233,-10.1284999847412,2.08118009567261
8,2022040800195000064,A,R,R,1,3,1.0,0,0,BallCalled,,SL,83.1871032714844,76.4302978515625,1585.4599609375,98.1865005493164,3.51259994506836,1.61590003967285,0.580044984817505,0.82593297958374,1,0,0,0,0,0,0,0,0,0,1,5.75173997879028,-1.47442996501923,5.76262998580933,18.388599395752,2.96637010574341,-8.94421005249023,4.01862001419067
9,2022040800195000064,A,R,R,1,3,2.0,1,0,StrikeCalled,,FB,96.886100769043,89.1837005615234,1764.85998535156,210.50700378418,3.51259994506836,1.61590003967285,0.358460009098053,1.52000999450684,0,1,0,0,0,0,0,0,0,0,1,5.91250991821289,-1.11320996284485,6.36853981018066,-10.0458002090454,17.2348003387451,-5.90880012512207,0.601997971534729
